distortion,severity,variant,accuracy,nll,ece
brightness,2,f_large_TS,0.7994800209999084,0.9161369800567627,7.7444939613342285
brightness,2,f_small_TS,0.721560001373291,1.1694233417510986,11.010059356689453
brightness,2,Duo_Joint_TS,0.799560010433197,0.7869492769241333,10.040730476379395
brightness,3,f_large,0.7873799800872803,1.1156926155090332,6.907496452331543
brightness,3,f_small,0.6960600018501282,1.2585457563400269,14.50698184967041
brightness,3,f_large_TS,0.7873799800872803,0.9819270372390747,7.667633056640625
brightness,3,f_small_TS,0.6960600018501282,1.3006302118301392,10.60190486907959
brightness,3,Duo_Joint_TS,0.7867400050163269,0.8496171236038208,9.800155639648438
brightness,4,f_large,0.7664600014686584,1.2290974855422974,6.81601619720459
brightness,4,f_small,0.6511200070381165,1.4654271602630615,13.709782600402832
brightness,4,f_large_TS,0.7664600014686584,1.0907423496246338,7.565049648284912
brightness,4,f_small_TS,0.6511200070381165,1.5171887874603271,10.021017074584961
brightness,4,Duo_Joint_TS,0.7661799788475037,0.9570116996765137,9.456596374511719
brightness,5,f_large,0.7356600165367126,1.3869504928588867,6.726608753204346
brightness,5,f_small,0.5911999940872192,1.7841168642044067,12.735509872436523
brightness,5,f_large_TS,0.7356600165367126,1.2472939491271973,7.463768482208252
brightness,5,f_small_TS,0.5911999940872192,1.8440093994140625,9.312390327453613
brightness,5,Duo_Joint_TS,0.7350999712944031,1.12247896194458,9.043880462646484
contrast,1,f_large,0.7771000266075134,1.2366453409194946,6.6539530754089355
contrast,1,f_small,0.6440600156784058,1.4804033041000366,13.712011337280273
contrast,1,f_large_TS,0.7771000266075134,1.0789626836776733,7.388027667999268
contrast,1,f_small_TS,0.6440600156784058,1.5320501327514648,10.02448844909668
contrast,1,Duo_Joint_TS,0.7757999897003174,0.9264986515045166,9.319194793701172
contrast,2,f_large,0.7628600001335144,1.2725635766983032,6.72496223449707
contrast,2,f_small,0.5796999931335449,1.814711570739746,12.733657836914062
contrast,2,f_large_TS,0.7628600001335144,1.1261136531829834,7.464644908905029
contrast,2,f_small_TS,0.5796999931335449,1.8726869821548462,9.313968658447266
contrast,2,Duo_Joint_TS,0.7590799927711487,1.0211907625198364,9.021900177001953
contrast,3,f_large,0.7350999712944031,1.3793368339538574,6.7551069259643555
contrast,3,f_small,0.45636001229286194,2.5279183387756348,11.116727828979492
contrast,3,f_large_TS,0.7350999712944031,1.2435375452041626,7.495025634765625
contrast,3,f_small_TS,0.45636001229286194,2.583008289337158,8.144044876098633
contrast,3,Duo_Joint_TS,0.7250199913978577,1.2219593524932861,8.428024291992188
contrast,4,f_large,0.6370199918746948,1.8845112323760986,6.503058433532715
contrast,4,f_small,0.20377999544143677,4.39768648147583,8.175138473510742
contrast,4,f_large_TS,0.6370199918746948,1.7545616626739502,7.2083916664123535
contrast,4,f_small_TS,0.20377999544143677,4.372819900512695,6.022915840148926
contrast,4,Duo_Joint_TS,0.619700014591217,1.9412992000579834,7.013967037200928
contrast,5,f_large,0.40790000557899475,3.363713502883911,5.650223731994629
contrast,5,f_small,0.05375999957323074,6.155412673950195,5.791752338409424
contrast,5,f_large_TS,0.40790000557899475,3.266050100326538,6.248675346374512
contrast,5,f_small_TS,0.05375999957323074,6.014986038208008,4.290265083312988
contrast,5,Duo_Joint_TS,0.37828001379966736,3.617224931716919,5.562367916107178
elastic_transform,1,f_large,0.7654799818992615,1.183571219444275,7.000993251800537
elastic_transform,1,f_small,0.6635800004005432,1.4191690683364868,13.495750427246094
elastic_transform,1,f_large_TS,0.7654799818992615,1.0643147230148315,7.768202781677246
elastic_transform,1,f_small_TS,0.6635800004005432,1.4925904273986816,9.858763694763184
elastic_transform,1,Duo_Joint_TS,0.7640600204467773,0.9653018116950989,9.571330070495605
elastic_transform,2,f_large,0.5999400019645691,2.0963966846466064,6.915392875671387
elastic_transform,2,f_small,0.44530001282691956,2.9034571647644043,11.417591094970703
elastic_transform,2,f_large_TS,0.5999400019645691,2.0290677547454834,7.657795429229736
elastic_transform,2,f_small_TS,0.44530001282691956,2.8310718536376953,8.37047004699707
elastic_transform,2,Duo_Joint_TS,0.5947200059890747,1.979981541633606,8.703657150268555
elastic_transform,3,f_large,0.700160026550293,1.5182154178619385,6.923689842224121
elastic_transform,3,f_small,0.5498200058937073,2.0869617462158203,12.249063491821289
elastic_transform,3,f_large_TS,0.700160026550293,1.410616397857666,7.676810264587402
elastic_transform,3,f_small_TS,0.5498200058937073,2.1117446422576904,8.961522102355957
elastic_transform,3,Duo_Joint_TS,0.6952400207519531,1.3396857976913452,9.040669441223145
elastic_transform,4,f_large,0.5934200286865234,2.093928337097168,6.849196434020995
elastic_transform,4,f_small,0.4144600033760071,3.0213372707366943,11.03083324432373
elastic_transform,4,f_large_TS,0.5934200286865234,2.016653299331665,7.584415435791016
elastic_transform,4,f_small_TS,0.4144600033760071,2.9448909759521484,8.090977668762207
elastic_transform,4,Duo_Joint_TS,0.5845000147819519,1.9829065799713135,8.509139060974121
elastic_transform,5,f_large,0.314300000667572,3.9240972995758057,6.746975421905518
elastic_transform,5,f_small,0.16505999863147736,5.4204020500183105,9.892680168151855
elastic_transform,5,f_large_TS,0.314300000667572,3.9746477603912354,7.444523811340332
elastic_transform,5,f_small_TS,0.16505999863147736,4.893598556518555,7.309232234954834
elastic_transform,5,Duo_Joint_TS,0.2983199954032898,4.032811164855957,7.933473587036133
pixelate,1,f_large,0.7444000244140625,1.3185492753982544,6.843017578125
pixelate,1,f_small,0.6389600038528442,1.5387849807739258,14.360288619995117
pixelate,1,f_large_TS,0.7444000244140625,1.1882708072662354,7.592538833618164
pixelate,1,f_small_TS,0.6389600038528442,1.53870689868927,10.50755786895752
pixelate,1,Duo_Joint_TS,0.7454800009727478,1.0472055673599243,9.660490036010742
pixelate,2,f_large,0.7000799775123596,1.5371907949447632,6.793733596801758
pixelate,2,f_small,0.6373400092124939,1.542694330215454,14.365252494812012
pixelate,2,f_large_TS,0.7000799775123596,1.4154326915740967,7.534010887145996
pixelate,2,f_small_TS,0.6373400092124939,1.5444920063018799,10.511662483215332
pixelate,2,Duo_Joint_TS,0.712119996547699,1.2059468030929565,9.606976509094238
pixelate,3,f_large,0.6460599899291992,1.7716479301452637,6.822986125946045
pixelate,3,f_small,0.46257999539375305,2.5756943225860596,12.224834442138672
pixelate,3,f_large_TS,0.6460599899291992,1.6680532693862915,7.56081485748291
pixelate,3,f_small_TS,0.46257999539375305,2.5307488441467285,8.965925216674805
pixelate,3,Duo_Joint_TS,0.639959990978241,1.6031084060668945,8.856273651123047
pixelate,4,f_large,0.5178400278091431,2.4729743003845215,6.615505218505859
pixelate,4,f_small,0.29019999504089355,3.847266912460327,10.296706199645996
pixelate,4,f_large_TS,0.5178400278091431,2.3952975273132324,7.32017183303833
pixelate,4,f_small_TS,0.29019999504089355,3.7094762325286865,7.577336311340332
pixelate,4,Duo_Joint_TS,0.508679986000061,2.386896848678589,7.912069797515869
pixelate,5,f_large,0.3110800087451935,3.8426647186279297,5.985863208770752
pixelate,5,f_small,0.2087000012397766,4.616074085235596,9.403407096862793
pixelate,5,f_large_TS,0.3110800087451935,3.811187267303467,6.607906341552734
pixelate,5,f_small_TS,0.2087000012397766,4.3970947265625,6.934426307678223
